"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36" "X37" "X38" "X39" "X40" "X41" "X42" "X43" "X44" "X45" "X46" "X47" "X48" "X49" "X50" "y"
"1" 6.35790112428367 6.10399722121656 2.14296709978953 5.96883491845801 1.05637245578691 9.50619800947607 8.26341934269294 6.42075690673664 5.07941019022837 9.60888012312353 5.93890502583236 4.09945843275636 7.34983008820564 2.27963636862114 8.56202525785193 0.575962481088936 9.41232360200956 9.23783244565129 3.16089801490307 5.65454390831292 1.4830543268791 2.70644448929367 -0.571934054219863 -0.630409211856449 1.86714930273338 1.09289728014392 1.07921557436437 0.617810719714899 -0.382032403443801 -0.232127990425094 -2.55545979621588 0.629837364081361 1.11185394320986 -0.676872955921063 2.90949072599705 3.14953992810936 1.10370235389979 -0.112903180510671 0.336950867616938 -0.795076636093706 -1.40694840452746 0.746592808348644 1.98824702952681 0.3552219197567 -2.60069719249934 2 3 1 3 6 3
"2" 7.24807257996872 2.81407149042934 9.15812472114339 2.25801098858938 7.79649747768417 2.2812820924446 2.21880970988423 4.67737816274166 5.22595942951739 4.3926679296419 6.76357190124691 5.76417024247348 2.64224165352061 7.80912910588086 2.77318670880049 1.68331250781193 4.38508441671729 3.86437131324783 0.879903638269752 8.92087315442041 6.63856271248217 -2.51546204743883 1.59385279493977 -1.41840335655797 -1.08656642654416 1.45232668150133 -0.811027210439735 1.65909288382632 -0.012098811896602 -1.4058336819331 3.3605847309766 -1.54183779458579 3.17220235005226 3.80099692208751 1.91052523020088 3.07382294012273 -2.26998431344604 -2.88772531881446 0.51142297636149 0.0720805190525409 -2.95449595996354 -2.6070451166849 -2.83071808153102 -1.22168228210189 5.74604316449617 8 4 5 4 1 3
"3" 9.20653260778636 6.52617221465334 1.07054738793522 7.06755123334005 8.76021602656692 5.15059485565871 9.63030548999086 2.48208109522238 3.18784161703661 2.56162193603814 2.02554436400533 3.28199008479714 8.07685951702297 0.546869649551809 1.05724454391748 1.86807048739865 0.918751708231866 1.64443105459213 7.52281981287524 2.99444729695097 -2.25167671156857 -3.62439756110136 0.521107321258142 -1.81068096894032 1.30720139537495 0.244742232943716 1.93539442810232 0.19370109421386 0.266566010972705 1.32962167109675 5.22380808213723 -0.393693360699503 -0.869081756470578 0.473970053913573 -2.35299923402454 2.76783283356449 2.82318307850719 -0.0293006546089895 -0.331301452731118 -1.67571966873639 0.67152058433518 1.0832517276283 -3.45114432383943 0.969937363979847 0.583072119086196 7 2 6 5 6 3
"4" 9.6140914154239 7.03197626862675 9.99369598459452 5.09831009432673 7.72980970796198 7.05527531215921 6.30986271658912 8.71926381485537 5.7065277476795 4.64330129791051 4.13251894293353 9.1149139823392 3.1786855799146 9.83026494970545 5.10013315826654 5.08157850475982 1.60856210161 1.48983245715499 0.900253371801227 7.11395527701825 -1.00543902460737 0.447543719646641 0.359440980082467 -0.460525579677485 0.133886770063925 0.153489179685336 1.65151140069308 1.09457416185983 0.150740218983206 2.05893385572116 4.49313205964397 -0.0814701229174444 -2.39630305294088 0.669414395254285 3.09891138185222 1.02353864978667 0.709890960678184 -0.586684456958931 1.0376867846361 1.33594123808608 0.389031822870507 3.37643336619412 0.544167990579411 -0.380671813041829 2.03236639788947 2 5 1 4 4 2
"5" 7.88898281520233 6.33755594491959 5.05760610103607 2.92167616076767 9.67253682436422 8.55871007079259 0.126141163054854 4.2410478531383 3.8175441022031 5.80416903598234 9.19024642324075 3.91143311746418 5.43031586101279 4.51654936885461 7.94860077556223 8.07228107471019 2.00306059326977 2.23157213069499 6.73150048125535 7.15643400326371 -0.213831130854756 -0.237154006895828 0.820321253055606 -5.18878838163726 -1.91333789026447 -0.595592895362555 -0.0673199268184432 0.43991374140243 -2.31687734872308 0.960606754652821 -3.58965524006273 -1.45607703188648 3.69429241496997 -2.71438827503456 5.38550472780004 -0.700804925305495 3.67422617164029 -0.681742154602424 1.07701131655116 0.960462158537654 -1.86620579830091 -1.38310510371228 -4.53331157911076 1.08713420295334 0.285044531960328 0 0 4 4 5 2
"6" 7.75367115624249 4.47451919550076 6.98479857062921 9.08948930678889 4.84867116203532 9.18155350489542 5.20837631076574 8.40710535412654 9.16158293373883 4.8656649235636 0.149431719910353 5.87144966004416 1.55046671628952 3.07454482419416 7.5301824323833 7.1710049174726 6.57199953217059 7.0400241529569 3.00375453662127 5.95334908692166 0.487487096819748 0.339520089812794 3.49020770273944 0.148567430470689 -4.23763338540775 1.39983696585293 -0.586376008499095 1.14695666655957 0.520904894225677 -0.977956768537431 2.98150114951363 -5.61993164162732 -2.97535657032604 1.56777515760038 -2.74007912581079 -4.18382738379389 -0.457559466582125 1.21140756286552 0.863240354483758 -1.3531789388412 -0.677930763768484 0.63158498789726 -2.26497432739269 -0.651737561871027 5.01661792962547 4 2 4 3 6 2
"7" 1.91615922842175 5.49347595311701 0.644341865554452 7.19098045257851 1.86441616620868 2.89207020774484 2.56513834698126 4.72944411216304 6.05612945044413 3.4760045981966 5.97461226163432 3.58467038255185 1.77856877911836 9.30785773554817 6.22676844708622 5.75097146444023 9.41256180871278 4.12518839351833 2.75709573412314 5.39593057939783 0.183026826611582 -1.41063738122981 2.38935104580293 2.57072448060575 2.25821792110762 0.453734604543402 0.426076709991343 1.61753460305216 -0.467050591537458 4.25092826829567 2.42820147964917 0.0917247692051569 -2.25532982919603 -1.81032929437695 1.93442734314346 0.691014310137224 -1.38873272520924 0.457769127570094 2.1424046193955 -0.676750026750469 -0.689446286203536 0.31279896262784 -2.83405574335083 1.24133643559886 1.82721205313423 3 3 5 3 4 2
"8" 7.93454616330564 1.91910051973537 4.45665455423295 1.03997987229377 5.38331234594807 0.764947605784982 8.01356318406761 4.60360092576593 2.90236113592982 4.33621755568311 7.93749182950705 3.11452378286049 7.43713275063783 3.9718747860752 5.32816214021295 1.07042344054207 3.38231912115589 4.33586827944964 5.23415867006406 0.117521518841386 0.635064023288663 0.81692871413919 1.70521604920061 0.560848167796893 -1.03433902449018 0.66932411448904 2.81132738207453 0.821985216099517 0.826118850434172 1.22968702218051 0.552070080788885 -1.30287530527756 -0.591993431572612 -0.895160592324341 1.82871003651992 0.608595817733195 -0.260133386785635 -0.197525329623103 1.18063616809605 -5.02982439928253 1.46634987513428 -2.06745867470032 -0.601050710295373 -0.167512678037198 -3.68267976851555 5 5 3 1 2 2
"9" 0.411352249793708 0.320027829147875 6.7175190942362 7.42601501755416 6.03024818468839 0.113850031048059 5.85256388410926 5.25644272798672 1.62615253590047 6.35761820478365 6.85540238395333 2.02642680611461 3.00646553980187 7.92839101050049 4.65857204049826 3.59217271441594 4.99204403953627 9.04083125060424 7.76175545994192 7.66422936227173 -3.44879223584428 0.0504838511225812 4.16526708551154 4.02555519116428 -0.324251612320489 -1.18337568560117 4.63630362027096 1.32873493960677 2.2973858435433 0.857237409402802 1.28598034285597 3.42162571996601 -0.209049909239948 2.84055607279464 0.940532823553335 -0.985586958624943 4.99656729371956 -1.09281687408405 1.56150624686719 -0.00245940639382602 2.72379583762302 -3.18191860016055 -4.96784891753568 0.456284892699635 -0.128699828880525 1 1 2 2 1 2
"10" 1.67961737373844 6.4533735322766 8.89344108756632 4.72315739607438 5.56416964856908 6.97449640138075 6.26963632879779 6.19866749504581 8.96581378299743 9.55178020056337 2.2748465416953 3.78355290275067 2.61474430561066 9.36217189067975 4.72230632090941 9.73127473611385 6.51424376526847 1.52280660578981 6.44435777561739 0.110756040085107 2.64812551934944 2.81180051210195 -1.04349794184702 0.138449074006233 -3.51972465489946 0.247358026915047 1.41374647532618 1.03066282366866 -0.736584515445714 2.28290489412636 1.19172873512024 -2.67269514908144 -1.96644347662903 0.674459305297647 0.356794728320207 -0.33454496614899 2.04958428063269 0.888850271537564 -0.101404862116813 0.657035909285339 0.700841392771265 1.02009545588722 -2.99162495703057 -0.58711000244324 1.00256186745962 2 2 5 4 3 2
